survey_year,household_id,survey_weight,total_consumption_spend_eur,home_energy_spend_eur,home_electricity_spend_eur,home_gas_spend_eur,home_other_fuels_spend_eur,private_vehicle_fuel_spend_eur,vehicle_diesel_spend_eur,vehicle_petrol_spend_eur,monthly_net_income_eur,household_size,children_under18,employed_members,region_code,municipality_size_code,dwelling_area_m2,heating_energy_source,hot_water_energy_source
2023,58,1291.581929,12550.1237560285,419.999999860636,419.999999860636,0,0,0,0,0,2275,1,0,0,13,1,NA,Electricity,Electricity
2023,59,507.227004,18366.4306051024,1466.279997190371,518.279996780298,0,948.000000410073,1124.94657323095,0,1124.94657323095,2636,2,0,2,8,4,150,Other liquid fuels,LPG
2023,60,547.197296,27612.1903387476,3479.999999853802,840.000002485392,2639.99999736841,0,0,0,0,2263,1,0,1,17,1,87,Natural gas,Natural gas
2023,61,1095.976083,10983.262460482,93.240000019234,93.240000019234,0,0,0,0,0,849,1,0,1,10,2,72,Electricity,Electricity
2023,62,1067.10663,18306.1179087604,997.800004297602,997.800004297602,0,0,56.3395056405938,24.3329010147749,32.0066046258189,2100,3,0,1,11,5,200,Other liquid fuels,Other liquid fuels
2023,63,2528.094494,43764.1170702221,2004.6381027401544,2000.2306013487132,2.60790093710793,1.7996004543333357,0,0,0,3347,1,0,0,1,3,300,No heating,Other
2023,64,420.277579,46935.8714232053,3114.3783903827953,1331.999987560602,0,1782.378402822193,0,0,0,5133,2,0,0,8,5,300,Other liquid fuels,Other liquid fuels
2023,65,633.356009,56502.9291764405,853.019995583559,482.880000590632,370.139994992927,0,5992.92428912599,0,5992.92428912599,8700,4,2,2,3,1,120,Natural gas,Natural gas
2023,66,409.730398,47571.0114141934,1470.496606893204,1084.18187219783,385.61078399655366,0.7039506988202521,18.370470037714938,3.40492188719666,14.9342592833447,3958,2,0,1,14,2,95,Electricity,Natural gas
2023,67,1528.1981720000001,21927.4700585102,599.999997906031,599.999997906031,0,0,0,0,0,1209,1,0,0,1,1,130,No heating,LPG
2023,68,571.2647,48867.9733755648,2178.69999669156,1176.00000490141,0,1002.69999179015,5190.933870060589,5134.47956787808,56.4543021825084,3300,3,0,2,14,1,130,Other liquid fuels,Electricity
2023,69,581.866369,11127.0959879106,1084.00001031852,684.000006193862,0,400.000004124658,0,0,0,1698,1,0,1,11,5,120,Other liquid fuels,Electricity
2023,70,1201.950939,62374.4237783735,1200.000002662338,1200.000002662338,0,0,3885.45947964021,3885.45947964021,0,3208,2,0,1,1,5,130,No heating,Other
2023,71,862.06797,12270.4192686802,360.000000928001,360.000000928001,0,0,0,0,0,364,1,0,0,14,3,80,No heating,LPG
2023,72,810.47813,28260.9036224087,3635.9999991609902,3600.00000246768,35.9999966933099,0,0,0,0,3000,3,1,2,4,3,140,Electricity,Electricity
2023,73,549.334978,15366.4354866549,636.6000054706151,387.685198520164,248.914806950451,0,0,0,0,1750,1,0,1,15,3,70,Natural gas,Natural gas
2023,74,555.718938,24492.2966976519,2923.92000504399,1260.49440121834,1663.42560382565,0,0,0,0,6900,3,0,1,3,1,130,Natural gas,Natural gas
2023,75,1194.928735,12911.7813456884,1301.155202364432,1125.01320005498,0,176.142002309452,0,0,0,2400,5,1,3,8,3,98,Other liquid fuels,Electricity
2023,76,3228.158939,51021.5370532597,2171.999998293763,1691.9999985168,479.999999776963,0,0,0,0,3300,4,0,2,9,1,68,Natural gas,Natural gas
2023,77,505.657189,13964.6701433528,599.999993276077,599.999993276077,0,0,119.91038853795439,106.342797392721,13.5675911452334,1050,2,0,0,14,1,80,No heating,LPG
